timestamp,open,high,low,close,volume
1767239100,1343.9,1347.7,1343.0,1345.7,106676
1767239400,1345.7,1346.6,1345.0,1345.2,25268
1767239700,1345.3,1346.3,1344.9,1346.3,22939
1767240000,1346.3,1347.7,1346.0,1346.6,43842
1767240300,1346.6,1347.6,1345.6,1346.1,51428
1767240600,1346.3,1348.4,1345.8,1347.9,29203
1767240900,1347.8,1348.3,1346.4,1347.3,39244
1767241200,1347.3,1347.9,1346.2,1346.8,39986
1767241500,1346.8,1347.2,1342.9,1343.1,54848
1767241800,1343.0,1344.6,1342.6,1344.0,33559
1767242100,1344.0,1344.4,1343.2,1343.8,19855
1767242400,1343.8,1344.4,1343.2,1344.2,13936
1767242700,1344.3,1344.7,1343.8,1344.6,18999
1767243000,1344.6,1344.9,1343.0,1344.6,20032
1767243300,1344.6,1345.7,1344.2,1345.0,19263
1767243600,1345.0,1345.8,1344.6,1345.7,17991
1767243900,1345.7,1346.0,1344.4,1344.8,16226
1767244200,1344.6,1345.0,1344.1,1344.8,9505
1767244500,1344.8,1345.5,1344.5,1344.9,10822
1767244800,1344.9,1345.4,1344.6,1344.9,12116
1767245100,1344.9,1345.0,1344.0,1345.0,12720
1767245400,1345.3,1345.8,1344.4,1344.5,10654
1767245700,1345.0,1345.8,1344.5,1345.7,17744
1767246000,1345.7,1345.7,1345.0,1345.5,9323
1767246300,1345.5,1345.7,1344.7,1344.8,16411
1767246600,1345.0,1345.0,1343.5,1344.6,27112
1767246900,1344.5,1345.0,1342.8,1343.0,54923
1767247200,1343.0,1343.0,1342.2,1342.7,23509
1767247500,1342.7,1343.4,1342.2,1342.5,11881
1767247800,1342.8,1343.3,1342.2,1342.5,10852
1767248100,1342.5,1342.5,1341.1,1341.6,20249
1767248400,1341.6,1342.3,1340.6,1342.3,53868
1767248700,1342.3,1342.4,1339.9,1340.7,56390
1767249000,1340.6,1341.3,1340.0,1340.0,10473
1767249300,1340.3,1340.5,1339.5,1340.0,14933
1767249600,1340.1,1340.4,1338.7,1338.8,59029
1767249900,1338.7,1339.8,1338.0,1339.8,105663
1767250200,1339.6,1340.5,1339.5,1340.4,25515
1767250500,1340.3,1340.9,1339.5,1340.3,37525
1767250800,1340.1,1340.4,1339.3,1340.1,17585
1767251100,1340.1,1340.3,1338.0,1338.1,65938
1767251400,1338.0,1339.7,1337.4,1339.5,76351
1767251700,1339.5,1341.0,1339.1,1340.8,153912
1767252000,1340.7,1340.8,1339.2,1339.9,34516
1767252300,1339.5,1340.0,1339.4,1339.7,20195
1767252600,1339.7,1340.0,1339.5,1339.9,9805
1767252900,1339.9,1340.0,1339.5,1339.7,8015
1767253200,1339.8,1340.0,1339.5,1339.9,9262
1767253500,1339.9,1341.7,1339.7,1341.6,30705
1767253800,1341.5,1342.0,1339.2,1339.2,250463
1767254100,1339.3,1341.1,1338.4,1341.0,123905
1767254400,1341.0,1341.8,1340.3,1340.3,166081
1767254700,1340.3,1341.3,1339.4,1339.5,114575
1767255000,1340.0,1340.0,1339.0,1339.2,12226
1767255300,1339.2,1340.0,1339.1,1339.8,22638
1767255600,1339.3,1340.3,1338.9,1339.7,83489
1767255900,1340.2,1340.4,1339.6,1340.0,9345
1767256200,1340.0,1341.0,1340.0,1340.1,12267
1767256500,1340.1,1340.9,1340.0,1340.1,10807
1767256800,1340.4,1340.9,1340.0,1340.9,10084
1767257100,1340.6,1341.0,1340.1,1340.1,6920
1767257400,1340.2,1340.6,1339.5,1340.0,80576
1767257700,1339.7,1340.0,1339.4,1340.0,8690
1767258000,1339.6,1340.0,1339.5,1340.0,8437
1767258300,1339.9,1340.0,1339.5,1339.8,8636
1767258600,1339.5,1339.9,1339.4,1339.5,29973
1767258900,1339.7,1340.7,1339.5,1339.8,47631
1767259200,1339.6,1340.3,1339.1,1339.3,38682
1767259500,1339.4,1340.1,1339.2,1339.4,14947
1767259800,1339.5,1340.0,1337.6,1339.9,202685
1767260100,1339.7,1340.2,1338.1,1338.4,501677
1767260400,1338.7,1339.0,1336.3,1337.4,279883
1767260700,1337.3,1337.6,1336.0,1337.2,260342
1767261000,1337.2,1337.4,1336.2,1336.8,104896
1767261300,1336.7,1337.7,1336.1,1337.6,150457
1767325500,1338.0,1342.2,1336.3,1341.9,179617
1767325800,1341.9,1343.4,1341.5,1342.5,60901
1767326100,1342.3,1343.5,1341.3,1343.5,68775
1767326400,1343.8,1344.7,1343.0,1343.8,29664
1767326700,1343.8,1345.2,1342.9,1345.0,52625
1767327000,1345.2,1347.7,1345.0,1347.7,115407
1767327300,1347.2,1347.7,1345.2,1346.0,52106
1767327600,1346.4,1346.9,1343.6,1345.4,88824
1767327900,1345.4,1346.9,1345.3,1345.6,91569
1767328200,1345.6,1346.8,1345.0,1346.4,80051
1767328500,1346.5,1346.8,1344.8,1345.2,62314
1767328800,1345.1,1345.4,1343.5,1344.1,55762
1767329100,1344.1,1345.0,1343.1,1343.6,84481
1767329400,1343.6,1344.5,1342.0,1342.6,75594
1767329700,1343.0,1343.0,1341.6,1341.9,59525
1767330000,1341.8,1342.3,1341.2,1341.9,52017
1767330300,1341.9,1342.5,1341.5,1341.7,68640
1767330600,1341.7,1343.1,1341.6,1342.8,52528
1767330900,1342.9,1342.9,1341.2,1342.2,138669
1767331200,1342.3,1342.7,1340.5,1341.1,156721
1767331500,1341.2,1342.7,1341.1,1342.5,57279
1767331800,1342.6,1342.6,1340.7,1341.2,164607
1767332100,1341.5,1342.3,1341.1,1341.4,158624
1767332400,1341.8,1342.8,1341.1,1342.6,62413
1767332700,1342.7,1343.3,1342.1,1343.0,101186
1767333000,1342.9,1343.5,1341.4,1341.9,130897
1767333300,1341.9,1342.5,1341.3,1342.2,39549
1767333600,1342.4,1344.2,1342.1,1344.0,108978
1767333900,1344.4,1344.8,1342.5,1344.0,122270
1767334200,1344.0,1344.4,1342.8,1343.7,104079
1767334500,1343.9,1345.3,1343.2,1345.0,132578
1767334800,1345.2,1346.0,1344.6,1345.0,71335
1767335100,1345.0,1345.0,1343.5,1343.7,104492
1767335400,1344.0,1347.9,1343.6,1347.1,507109
1767335700,1347.1,1347.9,1346.9,1347.4,142550
1767336000,1347.2,1350.4,1347.0,1350.0,528653
1767336300,1350.0,1350.4,1349.0,1349.5,57601
1767336600,1349.7,1350.8,1349.4,1350.4,98783
1767336900,1350.4,1351.6,1350.0,1350.9,58711
1767337200,1350.9,1351.6,1350.3,1351.3,36563
1767337500,1351.3,1351.7,1350.9,1351.4,41118
1767337800,1351.3,1351.7,1350.9,1351.5,35245
1767338100,1351.5,1351.5,1350.0,1350.4,35245
1767338400,1350.1,1351.1,1350.0,1351.1,33048
1767338700,1351.1,1351.6,1350.7,1351.2,34142
1767339000,1351.2,1352.4,1351.0,1352.0,46569
1767339300,1352.3,1352.9,1351.5,1352.0,42378
1767339600,1352.0,1352.0,1350.5,1350.8,112246
1767339900,1350.8,1351.6,1350.4,1351.5,88275
1767340200,1351.2,1352.8,1351.1,1352.4,121937
1767340500,1352.5,1352.5,1352.0,1352.4,45548
1767340800,1352.2,1353.5,1352.0,1352.8,59629
1767341100,1352.7,1352.8,1352.1,1352.3,24563
1767341400,1352.3,1352.9,1352.0,1352.2,38267
1767341700,1352.2,1352.3,1351.4,1351.9,35858
1767342000,1351.9,1352.6,1351.6,1352.6,31297
1767342300,1352.2,1352.7,1351.9,1352.4,24709
1767342600,1352.4,1352.6,1351.6,1352.0,56293
1767342900,1352.0,1352.5,1351.9,1352.5,31992
1767343200,1352.5,1352.8,1352.0,1352.2,34112
1767343500,1352.0,1352.5,1352.0,1352.3,27033
1767343800,1352.4,1352.9,1352.0,1352.6,51200
1767344100,1352.6,1353.0,1352.2,1352.7,41137
1767344400,1352.7,1352.7,1350.1,1351.1,118232
1767344700,1351.1,1351.2,1350.0,1350.3,61666
1767345000,1350.3,1350.9,1350.0,1350.2,58256
1767345300,1350.5,1351.0,1350.0,1351.0,53189
1767345600,1351.0,1351.9,1350.6,1351.7,38214
1767345900,1351.9,1352.9,1351.7,1352.8,36575
1767346200,1352.5,1352.8,1351.0,1351.5,115980
1767346500,1351.0,1353.0,1350.7,1353.0,95534
1767346800,1352.9,1355.4,1352.8,1355.1,670792
1767347100,1355.0,1356.7,1355.0,1355.9,321620
1767347400,1356.3,1356.9,1355.6,1356.5,581629
1767347700,1356.6,1356.7,1355.0,1355.1,525335
1767584700,1354.2,1366.9,1352.6,1366.4,646173
1767585000,1366.4,1369.6,1362.3,1364.0,178754
1767585300,1363.9,1366.6,1363.3,1364.8,78780
1767585600,1364.8,1367.5,1363.5,1367.1,76811
1767585900,1367.2,1368.0,1365.6,1367.7,118121
1767586200,1367.7,1369.0,1367.0,1367.3,77452
1767586500,1367.4,1368.7,1367.0,1368.3,32711
1767586800,1368.4,1369.4,1365.5,1369.3,82058
1767587100,1369.2,1370.2,1368.5,1369.8,135997
1767587400,1370.1,1370.5,1368.9,1369.3,67194
1767587700,1369.1,1370.9,1368.4,1370.2,77393
1767588000,1370.5,1370.9,1369.5,1369.5,46636
1767588300,1369.6,1372.7,1369.5,1371.5,135908
1767588600,1371.5,1372.0,1370.6,1371.7,35312
1767588900,1371.4,1371.8,1370.8,1371.0,33454
1767589200,1370.9,1371.0,1370.2,1370.6,43324
1767589500,1370.7,1371.9,1370.0,1371.9,43683
1767589800,1371.7,1371.9,1369.9,1370.9,42278
1767590100,1370.8,1371.9,1370.5,1371.4,32420
1767590400,1371.4,1373.7,1371.1,1373.5,59551
1767590700,1373.5,1374.9,1373.4,1374.2,75424
1767591000,1374.5,1374.9,1374.0,1374.9,52784
1767591300,1375.2,1375.5,1373.5,1374.3,142436
1767591600,1374.3,1375.0,1374.1,1375.0,41642
1767591900,1374.9,1375.0,1374.0,1374.7,37457
1767592200,1374.6,1374.9,1373.0,1373.4,40613
1767592500,1373.5,1373.5,1371.1,1372.2,45856
1767592800,1372.4,1373.2,1371.6,1372.0,67065
1767593100,1372.0,1373.0,1371.3,1372.7,25241
1767593400,1372.7,1373.0,1372.2,1373.0,23693
1767593700,1372.9,1373.0,1370.9,1371.4,32923
1767594000,1371.5,1371.5,1370.5,1370.8,101175
1767594300,1370.7,1371.5,1370.0,1371.1,46269
1767594600,1371.2,1371.3,1370.0,1370.6,29315
1767594900,1370.6,1370.6,1369.7,1369.9,30450
1767595200,1369.9,1372.7,1369.6,1372.7,104739
1767595500,1372.7,1374.9,1372.5,1373.4,48210
1767595800,1373.1,1374.0,1373.1,1373.6,18407
1767596100,1373.7,1373.8,1373.0,1373.7,18448
1767596400,1373.6,1375.0,1373.5,1374.3,26698
1767596700,1374.3,1375.0,1373.9,1374.9,81476
1767597000,1374.9,1374.9,1373.3,1374.0,26972
1767597300,1373.8,1374.3,1373.3,1374.3,41235
1767597600,1374.3,1375.2,1373.9,1374.2,59800
1767597900,1374.2,1374.2,1373.9,1374.0,26902
1767598200,1374.0,1374.1,1373.3,1374.0,81960
1767598500,1373.9,1374.0,1373.3,1373.4,47628
1767598800,1373.4,1373.5,1371.7,1371.8,55235
1767599100,1371.6,1371.6,1370.5,1371.2,46595
1767599400,1371.2,1372.1,1370.6,1371.7,74777
1767599700,1371.7,1372.0,1370.8,1370.9,35656
1767600000,1371.0,1371.1,1370.4,1370.5,97036
1767600300,1370.5,1371.0,1369.5,1370.4,164036
1767600600,1370.4,1371.3,1369.4,1371.1,74502
1767600900,1371.2,1371.3,1369.3,1369.7,121519
1767601200,1369.7,1369.9,1368.4,1368.9,98206
1767601500,1368.9,1369.4,1367.7,1368.3,63322
1767601800,1368.3,1368.5,1366.7,1367.3,98500
1767602100,1367.4,1367.6,1365.9,1366.8,104403
1767602400,1366.8,1367.4,1365.4,1365.4,50337
1767602700,1365.5,1365.7,1365.0,1365.0,44677
1767603000,1365.3,1365.8,1364.1,1365.2,170437
1767603300,1365.6,1366.1,1364.5,1365.2,94722
1767603600,1365.2,1366.1,1365.0,1365.2,86542
1767603900,1365.4,1367.2,1365.0,1367.0,137590
1767604200,1367.1,1370.6,1366.5,1369.3,138633
1767604500,1369.3,1370.2,1368.1,1369.7,122433
1767604800,1369.7,1372.6,1369.5,1372.0,163556
1767605100,1372.2,1373.4,1372.0,1372.5,128359
1767605400,1372.8,1373.2,1371.7,1371.7,211586
1767605700,1371.7,1371.9,1370.0,1370.0,209252
1767606000,1370.1,1372.4,1369.7,1371.0,205701
1767606300,1371.0,1372.5,1370.8,1372.0,192222
1767606600,1372.0,1372.2,1370.2,1370.8,225591
1767606900,1370.8,1372.8,1369.4,1372.0,186812
1767671100,1372.0,1392.4,1366.0,1387.1,1807814
1767671400,1386.8,1395.9,1386.3,1390.2,992402
1767671700,1390.2,1396.4,1390.2,1394.1,552972
1767672000,1394.1,1406.0,1391.9,1404.9,922762
1767672300,1404.7,1410.9,1403.3,1404.3,1019094
1767672600,1404.3,1405.0,1401.7,1403.9,209284
1767672900,1404.0,1408.9,1403.1,1407.2,289210
1767673200,1407.2,1409.9,1405.2,1405.7,260626
1767673500,1405.7,1407.0,1404.0,1405.5,146280
1767673800,1405.6,1410.0,1405.6,1410.0,276946
1767674100,1409.4,1409.8,1407.4,1408.8,118594
1767674400,1408.5,1409.9,1407.6,1409.7,151936
1767674700,1409.7,1411.6,1405.4,1406.3,249836
1767675000,1406.2,1409.7,1406.2,1408.9,142109
1767675300,1408.5,1413.6,1408.5,1412.0,607911
1767675600,1411.6,1412.5,1410.5,1410.8,117469
1767675900,1411.0,1412.5,1410.7,1410.8,101228
1767676200,1410.3,1412.0,1410.1,1411.0,88294
1767676500,1411.1,1412.5,1410.0,1412.1,334823
1767676800,1412.0,1413.0,1411.1,1412.8,249666
1767677100,1412.8,1412.9,1410.6,1410.9,481649
1767677400,1410.9,1410.9,1408.4,1408.5,113413
1767677700,1408.4,1410.3,1408.4,1409.7,97146
1767678000,1409.9,1409.9,1408.0,1409.6,118495
1767678300,1409.5,1410.3,1408.9,1410.0,153328
1767678600,1409.9,1410.0,1407.6,1407.8,131926
1767678900,1407.8,1408.0,1406.6,1407.9,118187
1767679200,1407.9,1408.6,1406.8,1407.5,89774
1767679500,1407.3,1408.7,1406.5,1408.2,123214
1767679800,1408.1,1409.2,1407.3,1408.2,230364
1767680100,1408.1,1408.6,1406.5,1408.5,168414
1767680400,1408.4,1409.0,1405.6,1405.7,174156
1767680700,1405.6,1406.0,1403.3,1404.9,267738
1767681000,1405.0,1406.3,1403.8,1406.0,222549
1767681300,1405.9,1407.2,1404.4,1407.1,235246
1767681600,1407.1,1408.8,1406.5,1408.1,142686
1767681900,1408.2,1408.9,1407.3,1407.9,61653
1767682200,1408.0,1408.6,1407.1,1407.2,110294
1767682500,1407.2,1407.9,1407.0,1407.2,138307
1767682800,1407.3,1409.0,1407.1,1408.9,59457
1767683100,1409.0,1409.1,1407.9,1408.3,58572
1767683400,1408.3,1408.4,1407.7,1408.3,38468
1767683700,1408.3,1409.5,1407.8,1408.5,65286
1767684000,1408.4,1409.2,1407.9,1409.1,52820
1767684300,1409.1,1410.7,1408.8,1410.2,125216
1767684600,1410.2,1411.2,1409.8,1410.3,113182
1767684900,1410.2,1412.8,1410.0,1412.0,172030
1767685200,1411.7,1412.2,1409.2,1410.3,84629
1767685500,1410.1,1410.3,1408.6,1409.8,73195
1767685800,1410.0,1410.1,1409.0,1409.5,56849
1767686100,1409.7,1409.8,1408.6,1409.0,70492
1767686400,1409.3,1409.6,1408.0,1408.6,61793
1767686700,1408.6,1409.5,1408.0,1408.1,49450
1767687000,1408.0,1408.2,1405.8,1407.1,256326
1767687300,1407.1,1408.3,1407.0,1408.2,222915
1767687600,1408.1,1410.6,1408.0,1408.0,176391
1767687900,1408.0,1408.6,1407.1,1407.8,52598
1767688200,1408.0,1409.6,1407.7,1408.9,132925
1767688500,1408.9,1409.9,1408.2,1409.0,87088
1767688800,1409.0,1409.1,1407.6,1408.2,83568
1767689100,1408.3,1409.0,1407.0,1409.0,93947
1767689400,1408.9,1409.3,1408.1,1408.9,60439
1767689700,1408.8,1410.4,1408.8,1410.3,96280
1767690000,1410.4,1410.6,1409.5,1410.0,83429
1767690300,1409.9,1411.0,1408.8,1410.0,156143
1767690600,1409.9,1411.6,1409.6,1411.2,105205
1767690900,1411.1,1411.7,1410.4,1410.5,76060
1767691200,1410.5,1410.6,1409.3,1410.0,99738
1767691500,1410.1,1411.2,1409.4,1409.9,277461
1767691800,1409.6,1411.5,1409.6,1411.0,385115
1767692100,1411.2,1412.2,1410.7,1411.6,491355
1767692400,1411.8,1411.9,1410.4,1410.9,320883
1767692700,1410.9,1412.0,1410.7,1411.5,354455
1767693000,1411.5,1411.5,1410.5,1410.6,366253
1767693300,1410.7,1411.7,1409.0,1409.9,286817
1767757500,1408.0,1413.2,1404.2,1409.2,1383319
1767757800,1409.7,1410.2,1408.5,1409.3,158266
1767758100,1409.0,1412.7,1408.5,1410.0,500316
1767758400,1410.7,1410.9,1409.0,1410.8,60351
1767758700,1410.8,1413.6,1410.5,1413.0,90722
1767759000,1413.0,1417.0,1412.5,1414.5,143903
1767759300,1414.5,1417.4,1413.9,1415.2,146799
1767759600,1415.1,1415.6,1413.7,1414.0,107923
1767759900,1414.0,1414.4,1412.9,1413.7,73670
1767760200,1413.5,1414.4,1412.7,1413.0,102780
1767760500,1413.0,1413.9,1412.7,1413.7,54157
1767760800,1413.7,1416.1,1412.6,1416.0,397337
1767761100,1415.9,1417.5,1414.0,1414.7,98796
1767761400,1414.3,1414.7,1412.6,1414.4,73433
1767761700,1414.3,1417.2,1413.9,1416.8,163933
1767762000,1416.9,1418.8,1416.4,1418.8,167976
1767762300,1418.8,1420.5,1418.6,1420.0,251277
1767762600,1420.2,1424.0,1420.0,1423.3,391005
1767762900,1423.6,1425.5,1423.4,1425.0,336137
1767763200,1425.1,1426.4,1425.0,1425.8,178030
1767763500,1425.8,1427.1,1422.7,1425.3,338241
1767763800,1425.3,1427.5,1425.0,1427.2,141317
1767764100,1427.0,1428.3,1426.5,1427.5,226520
1767764400,1427.5,1427.6,1422.9,1425.1,830763
1767764700,1424.9,1426.0,1423.9,1426.0,205718
1767765000,1426.0,1426.0,1423.0,1424.7,662664
1767765300,1424.7,1425.0,1423.4,1424.2,380993
1767765600,1424.1,1424.6,1423.6,1424.5,40320
1767765900,1424.5,1425.0,1423.3,1424.0,132180
1767766200,1424.0,1424.0,1423.5,1423.9,55842
1767766500,1423.8,1424.3,1423.3,1423.9,87141
1767766800,1423.9,1424.9,1423.3,1423.8,130829
1767767100,1423.6,1424.0,1423.6,1423.7,59120
1767767400,1423.6,1424.3,1423.6,1424.0,64843
1767767700,1423.9,1424.7,1423.7,1424.6,113245
1767768000,1424.5,1424.9,1423.8,1424.3,63938
1767768300,1424.3,1424.9,1423.7,1423.9,46322
1767768600,1423.9,1425.0,1423.4,1425.0,259766
1767768900,1425.0,1427.3,1424.6,1426.7,144914
1767769200,1426.6,1427.6,1426.4,1427.0,112268
1767769500,1427.0,1427.0,1424.6,1424.9,98556
1767769800,1425.0,1425.5,1424.7,1425.0,65368
1767770100,1425.0,1425.3,1424.5,1425.2,43353
1767770400,1425.2,1425.5,1424.7,1425.1,60147
1767770700,1425.1,1426.3,1424.8,1425.9,1492346
1767771000,1425.8,1427.9,1425.6,1426.8,193903
1767771300,1426.7,1426.8,1425.6,1426.4,108291
1767771600,1426.4,1426.9,1425.0,1426.6,71541
1767771900,1426.6,1429.3,1426.1,1428.5,180928
