symbol,timestamp,signal,entry_ltp,exit_ltp,pnl,target,SMMA20,SMMA120,SMMA_gap,price_change_pct,volume
NSE_AXISBANK-EQ,1773733200,BUY,1230.5,1225.9,-4.599999999999909,0,1221.4719020396187,1221.1525114920607,0.3193905475579868,0.13019773781429805,63885
NSE_KOTAKBANK-EQ,1773738900,BUY,374.15,374.25,0.10000000000002274,1,372.2790158981546,372.1995237714456,0.07949212670899897,0.10702341137123136,238973
NSE_TCS-EQ,1773807000,BUY,2461.5,2466.8,5.300000000000182,1,2411.1074012984,2409.4939955907253,1.6134057076747013,0.02031694433157253,50235
NSE_SBIN-EQ,1773807300,BUY,1068.3,1063.3,-5.0,0,1062.7850503420684,1062.770624670614,0.014425671454318945,0.05619556055070798,121741
NSE_LT-EQ,1773807900,BUY,3575.9,3596.0,20.09999999999991,1,3539.7623336137863,3539.684316973775,0.07801664001135578,-0.38720820101398656,75989
NSE_INFY-EQ,1773808200,BUY,1273.1,1282.4,9.300000000000182,1,1246.2455593097689,1245.517710826241,0.7278484835278505,0.11796162315193459,121486
NSE_HDFCBANK-EQ,1773892800,SELL,807.95,804.15,3.800000000000068,1,836.2695245495546,837.1537368522011,-0.8842123026464606,-0.42519102785308505,3272869
NSE_KOTAKBANK-EQ,1773893100,SELL,365.5,366.0,-0.5,0,372.8347157742545,372.8923638690921,-0.057648094837588815,-0.01367801942279069,203752
NSE_SBIN-EQ,1773894000,SELL,1051.9,1053.7,-1.7999999999999545,0,1063.8512759339585,1064.1547158826681,-0.303439948709638,-0.0854863221884369,203794
NSE_LT-EQ,1773894600,SELL,3493.0,3473.0,20.0,1,3561.0579574312483,3563.3958528274293,-2.337895396181011,0.11177667593362446,29217
NSE_ICICIBANK-EQ,1773894600,SELL,1261.0,1264.4,-3.400000000000091,0,1279.4895370332981,1279.5147051298388,-0.025168096540710394,0.20661157024792665,105729
NSE_TCS-EQ,1773895500,SELL,2394.5,2382.5,12.0,1,2428.4221229613277,2429.2528703015173,-0.8307473401896459,-0.008351776840515225,30427
NSE_AXISBANK-EQ,1773895800,SELL,1212.2,1217.0,-4.7999999999999545,0,1232.670902189951,1233.1706991567319,-0.4997969667808775,0.1321658681645578,53048
NSE_INFY-EQ,1773895800,SELL,1240.3,1232.1,8.200000000000045,1,1257.077141677722,1257.4623296692982,-0.38518799157623107,0.0,48471
NSE_RELIANCE-EQ,1773907200,SELL,1395.5,1392.5,3.0,1,1401.230746180246,1401.304921328385,-0.0741751481391475,0.02867177980073765,66251
NSE_SBIN-EQ,1773980100,BUY,1083.0,1077.8,-5.2000000000000455,0,1059.6951612343487,1059.4560649994398,0.2390962349088568,-0.02769315978952779,386660
NSE_RELIANCE-EQ,1773981000,BUY,1416.0,1426.5,10.5,1,1401.0871045067902,1400.474894515696,0.6122099910942325,0.06359974560102402,173412
NSE_SBIN-EQ,1774000500,SELL,1058.3,1019.7,38.59999999999991,1,1062.6410383266398,1062.7297750087191,-0.08873668207934315,0.08511443162472702,453351
NSE_INFY-EQ,1774242000,BUY,1249.1,1247.6,-1.5,0,1244.7917178377634,1244.791030781865,0.00068705589842466,0.1523412443874169,133887
NSE_RELIANCE-EQ,1774242300,SELL,1395.3,1395.6,-0.2999999999999545,0,1408.8257938724348,1408.9672572213583,-0.14146334892348023,0.14354410392593125,74864
NSE_TCS-EQ,1774257300,BUY,2395.4,2391.6,-3.800000000000182,0,2392.284211402929,2392.1716818442774,0.11252955865165859,-0.05424124838318217,35522
NSE_TCS-EQ,1774258500,SELL,2385.1,2388.0,-2.900000000000091,0,2392.0111794640065,2392.136231497866,-0.12505203385944696,0.058732223014644924,81945
NSE_RELIANCE-EQ,1774324500,BUY,1416.0,1414.4,-1.599999999999909,0,1407.1070891792915,1406.7420293393468,0.36505983994470625,0.007062645667060459,164527
NSE_TCS-EQ,1774331700,BUY,2421.2,2422.9,1.7000000000002728,1,2392.0637218487705,2391.684666451644,0.37905539712664904,0.5398222738975169,89243
NSE_LT-EQ,1774335600,BUY,3465.5,3526.6,61.09999999999991,1,3414.5084490689114,3413.3865937932596,1.1218552756517965,0.6915187262108895,74693
NSE_KOTAKBANK-EQ,1774336800,BUY,369.7,368.35,-1.349999999999966,0,365.2028706264485,365.05261565435535,0.15025497209313698,0.06766815536608473,198836
NSE_ICICIBANK-EQ,1774345500,BUY,1250.8,1262.2,11.400000000000091,1,1244.143819785355,1244.108868196979,0.03495158837586132,0.047992321228596146,1196224
NSE_AXISBANK-EQ,1774410600,BUY,1213.4,1215.7,2.2999999999999545,1,1194.2595784182645,1194.0683172448087,0.19126117345581406,-0.008240626287590364,92459
NSE_HDFCBANK-EQ,1774413000,BUY,785.25,787.4,2.1499999999999773,1,772.8257624154746,772.4896969037983,0.33606551167633825,-0.012733176290828641,722563
NSE_SBIN-EQ,1774414500,BUY,1053.3,1056.4,3.1000000000001364,1,1042.6619982948096,1042.621908382635,0.04008991217460789,0.09502993442934525,89683
NSE_TCS-EQ,1774430100,SELL,2387.0,2406.7,-19.699999999999818,0,2402.7278166368337,2402.810332401939,-0.08251576510519953,-0.07116841796792474,152483
NSE_RELIANCE-EQ,1774584000,SELL,1379.3,1376.0,3.2999999999999545,1,1412.9126572380292,1414.1501114938399,-1.2374542558106896,-0.5192931842769597,623756
NSE_HDFCBANK-EQ,1774585800,SELL,766.0,761.85,4.149999999999977,1,778.0742045155054,778.0832825194847,-0.009078003979311688,0.18965404486299725,1268529
NSE_KOTAKBANK-EQ,1774586100,SELL,363.6,363.9,-0.2999999999999545,0,367.7136410527334,367.8134812933721,-0.09984024063868446,-0.12360939431396473,148957
NSE_TCS-EQ,1774587600,BUY,2415.0,2405.0,-10.0,0,2402.586641797108,2402.156826636282,0.4298151608259104,-0.03725319756612819,86211
NSE_SBIN-EQ,1774589700,SELL,1041.4,1039.0,2.400000000000091,1,1048.207162514549,1048.29237302918,-0.08521051463094409,0.048035354020559126,137007
NSE_ICICIBANK-EQ,1774591800,SELL,1246.8,1253.6,-6.7999999999999545,0,1253.081465601182,1253.181449204162,-0.09998360298004627,-0.0641231163834526,210839
NSE_TCS-EQ,1774603500,SELL,2389.5,2393.6,-4.099999999999909,0,2404.0786670837497,2404.3220544776545,-0.24338739390486808,-0.05019450370183704,47857
NSE_INFY-EQ,1774604400,SELL,1270.0,1258.7,11.299999999999955,1,1274.2693852166808,1274.3704631534354,-0.10107793675456378,-0.14938281311424567,545287
NSE_AXISBANK-EQ,1774605300,SELL,1203.8,1173.8,30.0,1,1208.776187269527,1208.8272345956236,-0.05104732609652274,0.10810810810810434,258027
NSE_LT-EQ,1774846800,SELL,3508.9,3512.0,-3.099999999999909,0,3545.164421643297,3546.5407831141542,-1.3763614708573186,-0.0028498147620378755,33766
NSE_LT-EQ,1775016300,BUY,3619.9,3616.4,-3.5,0,3538.5942108076197,3537.761914641932,0.8322961656876942,-0.17924112067063755,94068
NSE_TCS-EQ,1775017500,BUY,2462.9,2451.8,-11.099999999999909,0,2394.598277769219,2392.2751315919218,2.323146177297076,-0.09735123514379958,43627
NSE_INFY-EQ,1775017800,BUY,1301.0,1293.8,-7.2000000000000455,0,1267.3363109479749,1267.3270717337393,0.009239214235549298,0.4555632769670366,231371
NSE_AXISBANK-EQ,1775026800,BUY,1196.2,1193.4,-2.7999999999999545,0,1189.5083799261872,1189.3656604116388,0.14271951454838927,-0.1002171371304531,59166
NSE_RELIANCE-EQ,1775027700,BUY,1374.8,1365.9,-8.899999999999864,0,1371.2972742658035,1371.231224387342,0.0660498784613992,0.13109978150036086,100963
NSE_RELIANCE-EQ,1775031600,SELL,1364.7,1367.0,-2.2999999999999545,0,1371.1379685162972,1371.264863157726,-0.1268946414288621,-0.08785416209093237,283912
NSE_SBIN-EQ,1775032200,BUY,1022.1,1018.7,-3.3999999999999773,0,1016.7194722852557,1016.6389078111923,0.08056447406340794,0.1273510971786901,107189
NSE_SBIN-EQ,1775101800,SELL,986.5,981.45,5.0499999999999545,1,1015.4411970636087,1016.6249601857089,-1.1837631221002312,-0.050658561296859174,390901
NSE_AXISBANK-EQ,1775102100,SELL,1159.7,1164.5,-4.7999999999999545,0,1189.7630892793684,1190.4926008280588,-0.7295115486904251,-0.24944090830895096,102298
NSE_LT-EQ,1775104200,SELL,3481.9,3484.2,-2.299999999999727,0,3567.920756235242,3570.6795170441824,-2.758760808940224,0.02585463947141887,51619
NSE_INFY-EQ,1775104200,SELL,1264.1,1269.2,-5.100000000000136,0,1274.0399408461426,1274.0663874323957,-0.026446586253086934,0.15846604864907693,57636
NSE_INFY-EQ,1775117700,BUY,1285.6,1292.1,6.5,1,1272.9966273932173,1272.9701109067144,0.026516486502941916,0.0077790742901523964,93809
NSE_LT-EQ,1775120700,BUY,3601.5,3594.6,-6.900000000000091,0,3556.3055738570256,3555.4594472273657,0.8461266296599206,-0.26860877270712835,84391
NSE_AXISBANK-EQ,1775123100,BUY,1198.4,1202.8,4.399999999999864,1,1183.5020166825489,1182.8687887382853,0.6332279442635809,-0.10836042343918935,374788
NSE_SBIN-EQ,1775447700,BUY,1019.4,1013.8,-5.600000000000023,0,1007.6180778996819,1007.1355541760381,0.48252372364379426,-0.00490460542450029,252694
NSE_HDFCBANK-EQ,1775450700,BUY,748.6,755.25,6.649999999999977,1,745.7855567529408,745.689977150172,0.09557960276879385,0.0467758102238587,1176786
NSE_ICICIBANK-EQ,1775461800,BUY,1223.9,1229.6,5.699999999999818,1,1213.4721500090793,1213.3547298799456,0.11742012913373401,0.10633077048913643,118382
NSE_KOTAKBANK-EQ,1775462400,BUY,359.2,359.4,0.19999999999998863,1,355.3269482318834,355.26724715852146,0.05970107336196406,0.013921759710430564,411787
NSE_RELIANCE-EQ,1775623500,BUY,1342.0,1347.1,5.099999999999909,1,1318.9359454715832,1318.8371332221827,0.09881224940045286,-0.0074510096117956235,143196
NSE_SBIN-EQ,1775728200,SELL,1040.0,1058.95,-18.950000000000045,0,1043.3980809863601,1043.4529664419458,-0.05488545558569058,0.0,737565
NSE_SBIN-EQ,1775792700,BUY,1057.5,1064.3,6.7999999999999545,1,1043.9631430901902,1043.5452088739162,0.41793421627403404,1.6387140179729882,689809
NSE_INFY-EQ,1775793600,SELL,1297.9,1290.4,7.5,1,1324.046109978602,1324.4017627268174,-0.3556527482153342,-0.1768958621750465,508584
NSE_TCS-EQ,1775798400,SELL,2509.1,2506.6,2.5,1,2540.314851290284,2541.532248227775,-1.2173969374912303,-0.027890668579180523,86945
NSE_RELIANCE-EQ,1776053700,SELL,1314.2,1323.0,-8.799999999999955,0,1337.5318692884553,1337.6326344193972,-0.10076513094190886,-0.05323598752757209,185001
NSE_KOTAKBANK-EQ,1776054000,SELL,366.5,366.95,-0.44999999999998863,0,372.2879142471413,372.5354981753323,-0.24758392819097708,-0.16344320348679453,799469
NSE_SBIN-EQ,1776055800,SELL,1038.55,1042.5,-3.9500000000000455,0,1049.2870088463228,1049.591597101295,-0.30458825497225916,0.20261469438949384,209169
NSE_HDFCBANK-EQ,1776057000,SELL,792.7,788.7,4.0,1,798.506156286552,798.6658976236632,-0.15974133711119975,0.018926250709745875,266063
NSE_SBIN-EQ,1776065100,BUY,1053.3,1065.25,11.950000000000045,1,1049.0185169190358,1048.9484658381305,0.0700510809053867,-0.17533052172678162,232633
NSE_KOTAKBANK-EQ,1776225000,BUY,378.6,380.55,1.9499999999999886,1,371.40369798873525,371.25656111501667,0.14713687371857986,-0.19770660340055357,362294
NSE_HDFCBANK-EQ,1776225900,BUY,808.55,812.0,3.4500000000000455,1,797.2441109239004,796.9774508091883,0.2666601147120673,0.06187735907431471,763416
NSE_TCS-EQ,1776228300,BUY,2552.6,2538.6,-14.0,0,2511.483878645817,2511.431134113669,0.05274453214815367,0.12944729925860932,83162
NSE_INFY-EQ,1776229200,BUY,1307.4,1302.9,-4.5,0,1294.9896824830532,1294.9176468777057,0.07203560534753706,-0.11460004584001833,170151
NSE_RELIANCE-EQ,1776230400,BUY,1341.3,1340.9,-0.3999999999998636,0,1330.46237213206,1330.0152586922654,0.4471134397945207,0.022371364653240456,176812
NSE_HDFCBANK-EQ,1776324600,SELL,798.0,798.8,-0.7999999999999545,0,804.013739758442,804.0375378101185,-0.023798051676521936,0.07524454477050699,424810
NSE_LT-EQ,1776668700,SELL,4059.9,4031.5,28.40000000000009,1,4077.0928261523977,4077.7006432268035,-0.6078170744058298,0.0,32959
NSE_KOTAKBANK-EQ,1776672900,SELL,378.95,379.35,-0.4000000000000341,0,380.8868123470951,380.9197703494573,-0.03295800236219293,-0.013192612137206166,101526
NSE_INFY-EQ,1776744300,SELL,1304.3,1314.6,-10.299999999999955,0,1312.066864306998,1312.2578955996773,-0.19103129267932673,-0.015331544653127287,90692
NSE_HDFCBANK-EQ,1776747300,BUY,802.55,807.3,4.75,1,800.2046391145014,800.202234072267,0.002405042234499888,-0.03114100647732935,165659
NSE_INFY-EQ,1776748200,BUY,1315.7,1318.0,2.2999999999999545,1,1312.3561534933585,1312.2598696638438,0.09628382951473213,0.08367564278108447,57065
NSE_KOTAKBANK-EQ,1776749400,BUY,381.05,381.0,-0.05000000000001137,0,380.76462171434815,380.75953399992164,0.005087714426508683,-0.07866789038940902,72497
NSE_LT-EQ,1776749700,BUY,4085.4,4066.8,-18.59999999999991,0,4071.826352496847,4071.492562981554,0.3337895152931196,-0.05871128724497507,20167
NSE_RELIANCE-EQ,1776760500,SELL,1352.8,1353.3,-0.5,0,1357.2025296085576,1357.3288942411002,-0.12636463254261798,0.007392622163074521,184246
NSE_INFY-EQ,1776764400,SELL,1312.1,1277.7,34.399999999999864,1,1313.3883860214924,1313.3925858219118,-0.004199800419428357,-0.05332114564290414,381484
NSE_INFY-EQ,1776764700,BUY,1314.0,1274.1,-39.90000000000009,0,1313.4189667204178,1313.3976476067292,0.021319113688605285,0.14480603612530227,313395
NSE_INFY-EQ,1776829500,SELL,1279.4,1266.1,13.300000000000182,1,1311.8319240919184,1313.1349427912662,-1.303018699347831,-2.677620568994357,1787779
NSE_LT-EQ,1776830100,SELL,4059.3,4045.5,13.800000000000182,1,4072.0747687628864,4072.301167095006,-0.22639833211951554,0.06655820144949644,42839
NSE_KOTAKBANK-EQ,1776832500,SELL,378.6,379.5,-0.8999999999999773,0,380.84798569680373,380.93126568651684,-0.08327998971310535,-0.01320480654957204,183696
NSE_TCS-EQ,1776834600,SELL,2562.7,2536.7,26.0,1,2581.1511898072413,2581.3898592280766,-0.23866942083532194,0.050753494182858086,38354
NSE_RELIANCE-EQ,1776835800,BUY,1363.8,1364.2,0.40000000000009095,1,1356.897575875909,1356.8622762590796,0.035299616829433944,0.11745705476434509,120635
NSE_HDFCBANK-EQ,1776846000,SELL,802.0,801.85,0.14999999999997726,1,804.0022111952873,804.0646810465003,-0.06246985121299531,-0.08720568082721383,269428
NSE_ICICIBANK-EQ,1776916800,SELL,1348.0,1351.1,-3.099999999999909,0,1366.0904355153057,1366.7445270728754,-0.6540915575696999,0.029682398337792442,271064
NSE_RELIANCE-EQ,1776918600,SELL,1353.0,1347.2,5.7999999999999545,1,1358.1547293466897,1358.265157197471,-0.11042785078120687,0.02217786648924037,88185
NSE_SBIN-EQ,1776919800,SELL,1096.7,1097.3,-0.599999999999909,0,1101.0301907506628,1101.1070951384731,-0.07690438781037301,0.02280085731223494,49413
NSE_AXISBANK-EQ,1776937500,SELL,1369.7,1361.9,7.7999999999999545,1,1373.1413564590573,1373.2232963864567,-0.08193992739938949,0.00730140186916884,217369
NSE_SBIN-EQ,1777022100,BUY,1103.0,1109.1,6.099999999999909,1,1097.1155903079177,1097.0771875549428,0.038402752974889154,-0.22614201718679333,226402
NSE_LT-EQ,1777264200,BUY,4064.9,4070.0,5.099999999999909,1,4032.9390617831573,4032.9039122720615,0.03514951109582398,-0.19642024110584594,13353
NSE_KOTAKBANK-EQ,1777264200,BUY,378.5,377.3,-1.1999999999999886,0,373.47958969374673,373.4585617314989,0.021027962247842424,-0.05281225244256367,116358
NSE_RELIANCE-EQ,1777276800,BUY,1350.4,1355.5,5.099999999999909,1,1342.3463194676128,1342.1988819672977,0.14743750031516356,0.02962962962963637,112256
NSE_HDFCBANK-EQ,1777350600,BUY,793.2,790.45,-2.75,0,790.0434510636945,789.9222232129262,0.12122785076837772,0.11359333585764116,404709
NSE_HDFCBANK-EQ,1777356900,SELL,787.8,786.9,0.8999999999999773,1,789.9615326599037,790.0014943905293,-0.03996173062557773,-0.05074854097945838,272610
NSE_SBIN-EQ,1777359000,SELL,1094.55,1094.4,0.14999999999986358,1,1102.94869616428,1103.0743352890988,-0.12563912481891748,-0.10039702459728346,113264
NSE_LT-EQ,1777361700,SELL,4032.2,4033.4,-1.2000000000002728,0,4051.725314326645,4051.9988262933753,-0.27351196673043887,0.009921127040022725,17915
NSE_LT-EQ,1777436400,BUY,4074.5,4089.4,14.900000000000091,1,4050.7433555072566,4050.1373398423225,0.6060156649341479,0.022093479968580396,9680
NSE_TCS-EQ,1777440600,BUY,2480.8,2476.7,-4.100000000000364,0,2461.684213122454,2461.4478348454045,0.23637827704942538,0.032258064516136366,44220
NSE_LT-EQ,1777524300,SELL,4021.1,4000.5,20.59999999999991,1,4069.0834639659283,4069.673434158727,-0.5899701927987735,-0.014919064077377952,29004
NSE_TCS-EQ,1777527600,SELL,2453.1,2457.1,-4.0,0,2466.47344916944,2466.5934753349584,-0.12002616551853862,-0.09773976786805502,17435
NSE_INFY-EQ,1777534500,BUY,1183.3,1186.2,2.900000000000091,1,1175.1655384811686,1175.15748645886,0.008052022308675078,-0.02534640081108098,162167
NSE_TCS-EQ,1777536900,BUY,2481.0,2483.3,2.300000000000182,1,2465.8159214714315,2465.459590780758,0.3563306906735306,0.00806191551111811,52409
NSE_KOTAKBANK-EQ,1777867500,SELL,372.85,375.55,-2.6999999999999886,0,379.86564438693904,380.1017433169211,-0.23609892998206305,0.6206989610039161,1164879
NSE_LT-EQ,1777868700,BUY,4108.0,4101.7,-6.300000000000182,0,4051.151344820408,4049.7548932691475,1.396451551260725,0.08527226215129735,18615
NSE_TCS-EQ,1777869900,SELL,2450.0,2442.0,8.0,1,2466.6154853093694,2466.682618247392,-0.06713293802249609,0.04083299305839118,33633
NSE_HDFCBANK-EQ,1777873200,BUY,785.2,778.85,-6.350000000000023,0,779.9920679745298,779.8609749686349,0.13109300589496797,0.07009494679157181,197446
NSE_INFY-EQ,1777878600,SELL,1170.0,1167.9,2.099999999999909,1,1177.281797439563,1177.5614045656296,-0.279607126066594,-0.1365653806759909,74774
NSE_HDFCBANK-EQ,1777880400,SELL,776.15,776.45,-0.3000000000000682,0,779.8605744688917,780.0087115198862,-0.14813705099447816,-0.09010748535753949,183410
NSE_LT-EQ,1777957500,SELL,4033.3,4048.9,-15.599999999999909,0,4070.4205819673944,4071.285393874371,-0.8648119069766835,-0.04213135068153205,43830
NSE_INFY-EQ,1778039100,BUY,1185.9,1178.3,-7.600000000000136,0,1175.210459810562,1174.8526698713542,0.3577899392078052,0.704823369565233,436336
NSE_HDFCBANK-EQ,1778045100,BUY,777.5,776.0,-1.5,0,775.6431503788606,775.5901781082658,0.052972270594750626,-0.01928888317366132,194215
NSE_INFY-EQ,1778049600,SELL,1171.7,1169.4,2.2999999999999545,1,1175.1016098207274,1175.1875544555646,-0.08594463483723302,-0.08527330092947898,65045
NSE_RELIANCE-EQ,1778053500,SELL,1434.8,1438.6,-3.7999999999999545,0,1443.8783607670375,1443.9008095603397,-0.02244879330214644,0.12561060711793123,87425
NSE_SBIN-EQ,1778058000,BUY,1088.8,1097.5,8.700000000000045,1,1070.5006340462746,1070.3993228236402,0.10131122263442194,0.26705958191360746,598736
NSE_AXISBANK-EQ,1778058600,BUY,1293.7,1299.7,6.0,1,1272.291176020042,1271.4334075683162,0.8577684517258604,0.154834713942866,128610
NSE_ICICIBANK-EQ,1778059800,BUY,1281.6,1286.4,4.800000000000182,1,1265.0113932604124,1264.4916949671665,0.5196982932459377,0.10153870186674642,1234239
NSE_KOTAKBANK-EQ,1778127900,BUY,376.7,379.65,2.9499999999999886,1,373.5324887619962,373.4263677942939,0.10612096770228163,0.4131680661068936,216883
NSE_LT-EQ,1778139000,BUY,4035.6,4028.5,-7.099999999999909,0,4010.4249636770887,4009.365049891195,1.0599137858935137,0.024785604520894268,31681
NSE_LT-EQ,1778214300,SELL,3987.0,3976.5,10.5,1,4010.6207036567002,4011.4931290821796,-0.8724254254793777,0.05520979722946742,22927
NSE_AXISBANK-EQ,1778217000,SELL,1272.8,1273.7,-0.900000000000091,0,1280.7125120709338,1281.0226261996438,-0.31011412870998356,-0.015710919088770266,20732
NSE_ICICIBANK-EQ,1778217900,SELL,1264.7,1264.0,0.7000000000000455,1,1273.3199359411424,1273.3247974290175,-0.004861487875132298,-0.13423878711308002,205201
NSE_HDFCBANK-EQ,1778221800,SELL,781.55,779.0,2.5499999999999545,1,785.2364121471703,785.2713283316365,-0.0349161844661694,-0.14692730292578138,222237
NSE_INFY-EQ,1778225700,BUY,1174.5,1178.4,3.900000000000091,1,1170.8698794654063,1170.7177059032706,0.15217356213565836,0.1278772378516624,131451
NSE_SBIN-EQ,1778228400,SELL,1078.5,1029.1,49.40000000000009,1,1083.584401768161,1083.7529659285995,-0.1685641604385637,0.0,76565
NSE_ICICIBANK-EQ,1778485500,BUY,1272.3,1271.7,-0.599999999999909,0,1268.8551112905268,1268.8233848878524,0.031726402674394194,-0.19610919359899595,342568
NSE_AXISBANK-EQ,1778487600,BUY,1282.0,1276.5,-5.5,0,1274.800635437687,1274.554331645771,0.24630379191603424,-0.023395461280508036,82293
NSE_ICICIBANK-EQ,1778557500,SELL,1256.1,1250.4,5.699999999999818,1,1268.9252824500659,1269.0767104549695,-0.15142800490366426,-0.8759469696969804,900466
NSE_AXISBANK-EQ,1778557500,SELL,1269.8,1272.2,-2.400000000000091,0,1274.5869581782476,1274.7110310436483,-0.12407286540064888,0.14985408943921943,292950
NSE_INFY-EQ,1778558100,SELL,1138.9,1131.6,7.300000000000182,1,1174.3100420832482,1175.460036772308,-1.1499946890598949,-0.18404907975459325,339928
NSE_KOTAKBANK-EQ,1778570700,SELL,377.95,376.65,1.3000000000000114,1,378.97887634475,378.99084417285314,-0.011967828103138345,0.10594623228710827,84694
NSE_KOTAKBANK-EQ,1778648400,BUY,382.7,379.45,-3.25,0,378.6478485782451,378.6325019876868,0.015346590558294793,0.23572551073860062,213076
NSE_LT-EQ,1778730300,BUY,3965.5,3964.0,-1.5,0,3918.3480733023644,3917.539000937878,0.8090723644863829,1.1349145626115786,76166
NSE_KOTAKBANK-EQ,1778733600,SELL,378.15,377.3,0.8499999999999659,1,379.400090938558,379.43013519120206,-0.03004425264407473,-0.05286110744021289,39441
NSE_KOTAKBANK-EQ,1778739900,BUY,383.2,383.9,0.6999999999999886,1,379.5137497091738,379.38795629839746,0.125793410776339,0.1175702155453922,94617
NSE_HDFCBANK-EQ,1778741400,BUY,770.8,773.85,3.050000000000068,1,760.0997320200904,759.7880486946483,0.3116833254421181,0.11689829848031917,379680
NSE_ICICIBANK-EQ,1778745000,BUY,1250.3,1252.4,2.1000000000001364,1,1248.705178258698,1248.6447625817761,0.060415676921820705,-0.07193094629156736,94328
NSE_ICICIBANK-EQ,1778824500,SELL,1245.1,1248.0,-2.900000000000091,0,1248.9276390992313,1249.0440184550466,-0.11637935581529746,-0.024088646218097146,138798
NSE_LT-EQ,1778824500,SELL,3911.3,3919.0,-7.699999999999818,0,3933.747682074724,3933.9655209890884,-0.21783891436462,-0.045999335565145974,14061
NSE_ICICIBANK-EQ,1778830800,BUY,1251.0,1251.0,0.0,0,1248.9676888421839,1248.9648002053873,0.002888636796569699,0.007994244144208892,21483
NSE_ICICIBANK-EQ,1778838000,SELL,1243.9,1235.4,8.5,1,1248.962150086851,1249.0789889666512,-0.11683887980029795,0.08850981654330033,284950
NSE_HDFCBANK-EQ,1779077100,SELL,754.0,760.7,-6.7000000000000455,0,767.6831495109157,767.9180754452581,-0.2349259343424137,-0.01988994231916426,219542
NSE_INFY-EQ,1779078300,BUY,1130.0,1132.5,2.5,1,1122.3524849482255,1122.3334099373128,0.01907501091272934,0.08857395925597875,60497
NSE_KOTAKBANK-EQ,1779081600,SELL,382.1,383.7,-1.599999999999966,0,384.3489911586672,384.3660247278045,-0.01703356913725429,0.065470734581642,70918
NSE_KOTAKBANK-EQ,1779087000,BUY,386.2,391.35,5.150000000000034,1,384.41277243573154,384.34511586824937,0.06765656748217452,-0.06469142191745375,374561
NSE_HDFCBANK-EQ,1779089400,BUY,773.3,772.0,-1.2999999999999545,0,766.9673613876851,766.888777915095,0.07858347259002585,0.0776497994046731,289604
NSE_TCS-EQ,1779094800,BUY,2279.3,2353.0,73.69999999999982,1,2277.9971577628753,2277.9596535715173,0.03750419135803895,-0.052620039465021626,22517
NSE_ICICIBANK-EQ,1779096600,BUY,1251.9,1239.4,-12.5,0,1246.2579030990375,1246.0577287052758,0.20017439376169932,0.2964268546707295,967745
NSE_ICICIBANK-EQ,1779164700,SELL,1236.8,1242.2,-5.400000000000091,0,1245.7541426809921,1246.061117406392,-0.3069747253998685,-0.03233107015842959,320448
NSE_LT-EQ,1779165300,BUY,3933.0,3930.9,-2.099999999999909,0,3916.1062833620754,3915.3813544084924,0.724928953583003,0.25746259145020034,47201
NSE_HDFCBANK-EQ,1779170700,SELL,766.2,767.75,-1.5499999999999545,0,767.4134641858437,767.4288516981088,-0.01538751226507884,0.01305312622373355,466941
NSE_HDFCBANK-EQ,1779171300,BUY,768.2,767.0,-1.2000000000000455,0,767.466401427724,767.4375186733972,0.028882754326787108,0.06512960791976032,225123
NSE_HDFCBANK-EQ,1779176400,SELL,766.0,765.8,0.20000000000004547,1,767.4150049296372,767.4511360736433,-0.036131144006049,-0.11084305926843878,526441
NSE_HDFCBANK-EQ,1779177900,BUY,767.9,765.4,-2.5,0,767.458906434772,767.4569534403457,0.00195299442623309,-0.0260382762661171,436238
NSE_KOTAKBANK-EQ,1779177900,SELL,384.75,382.3,2.4499999999999886,1,386.3852596779514,386.3923766495583,-0.007116971606876632,-0.23337222870477825,161970
NSE_HDFCBANK-EQ,1779178200,SELL,766.5,764.35,2.1499999999999773,1,767.4109611130334,767.4489788283429,-0.03801771530947917,-0.18231540565177462,466897
NSE_ICICIBANK-EQ,1779181200,BUY,1247.1,1227.8,-19.299999999999955,0,1245.2464363827046,1245.2337350424448,0.012701340259809513,0.08828250401283379,104846
NSE_ICICIBANK-EQ,1779182100,SELL,1243.4,1232.9,10.5,1,1245.2270008936216,1245.2318439874948,-0.004843093873205362,-0.16059097478721696,290418
NSE_RELIANCE-EQ,1779261000,BUY,1355.0,1354.9,-0.09999999999990905,0,1339.1839882201054,1339.0806666989176,0.10332152118780868,0.5192878338278931,557517
NSE_LT-EQ,1779263100,SELL,3909.7,3914.2,-4.5,0,3924.3383776539195,3924.391624611801,-0.05324695788158351,-0.06645707128799846,21559
NSE_AXISBANK-EQ,1779265800,BUY,1250.0,1249.4,-0.599999999999909,0,1243.1762745304918,1243.1262007208393,0.050073809652531054,0.15223139171541472,52076
NSE_LT-EQ,1779336600,BUY,3950.0,3955.0,5.0,1,3924.5007876571217,3923.4959281555584,1.00485950156326,0.07600709399543958,16123
NSE_SBIN-EQ,1779336600,BUY,954.8,957.3,2.5,1,951.039651310859,950.8906595944785,0.14899171638046482,0.0,93580
NSE_ICICIBANK-EQ,1779339600,BUY,1245.7,1246.1,0.3999999999998636,1,1239.9585954125812,1239.7853988012423,0.17319661133888076,0.0,85978
NSE_SBIN-EQ,1779349200,SELL,949.1,951.2,-2.1000000000000227,0,951.3701988375005,951.3763372671962,-0.006138429695624836,0.04216295983977836,58218
